NOMBRE_SITIO,DBO_TOT,DQO_TOT,COLI_FEC,E_COLI,OD_%,SST,group
PTAR SAN PEDRO AHUACATLAN II,97,127,430,70,78.8,86,2
PTAR SAN PEDRO AHUACATLAN II,149,226,150,150,14.1,155,2
PTAR TORREON,141.9,191.34,35000,30900,27.9,32,0
PTAR TORREON,57.87,224.22,218700,201400,11.1,45,0
PTAR TORREON,132,295,198630,129970,12.1,74.2,0
PTAR TORREON,115,143.52,31,10,41.1,82,2
PTAR TORREON,40.24,202.2,104620,104620,42.1,82,0
PTAR TORREON,49.5,214.59,98040,77010,28.9,82.5,0
PTAR TORREON,20.84,228.22,17329,6488,28,90,0
PTAR TORREON,13.67,209.86,198630,11060,109.3,92,0
PTAR TORREON,117.5,251.18,27550,19890,15.1,98,0
PTAR TORREON,146.7,152.76,6488,1723,25.4,100,2
PTAR TORREON,39.5,213.38,17329,4161,109.8,103.33,0
PTAR TORREON,70,238.5,86640,77010,10,128,0
PTAR TORREON,84.34,178.16,5650,1600,60.3,135,2
PTAR TORREON,33.56,240.88,1153,428,81.6,140,2
PTAR TORREON,16.86,274.04,5794,1008,32.8,165,2
PTAR TUXTLAN AGUAS ABAJO,10.59,30.46,210,210,46.5,12,2
PTAR TUXTLAN AGUAS ABAJO,8.7,28.73,930,930,57.8,12,2
PTAR TUXTLAN AGUAS ABAJO,4.4,37.92,390,390,62.8,16,2
PTAR TUXTLAN AGUAS ABAJO,40.2,42.72,4600,4600,33.2,28,2
PTAR TUXTLAN AGUAS ABAJO,3,28.8,2400,2400,64.1,30,2
PTAR TUXTLAN AGUAS ABAJO,21.78,57.1,280,280,47.1,32,2
PTAR TUXTLAN AGUAS ABAJO,6.41,27.1,2400,2400,82.39,36,2
PTAR TUXTLAN AGUAS ABAJO,19.44,23.18,2400,2400,43.8,62,2
PTAR TUXTLAN AGUAS ABAJO,19.17,82.13,2100,930,54.66,96,2
PTAR TUXTLAN AGUAS ABAJO,10.4,15.97,4600,2400,76.1,180,2
PTAR TUXTLAN AGUAS ABAJO,10.26,190,930,930,54.1,458,2
PTAR TUXTLAN AGUAS ARRIBA,5.55,29.33,90,90,52.8,14,2
PTAR TUXTLAN AGUAS ARRIBA,2.22,46.37,150,150,70.31,14,2
PTAR TUXTLAN AGUAS ARRIBA,3.5,19.04,2400,2400,54.7,16,2
PTAR TUXTLAN AGUAS ARRIBA,2.6,77.76,4600,4600,49.8,22,2
PTAR TUXTLAN AGUAS ARRIBA,20.4,21.6,2400,2400,20.9,24,2
PTAR TUXTLAN AGUAS ARRIBA,43.5,45.86,230,230,45.4,36,2
PTAR TUXTLAN AGUAS ARRIBA,6.5,24.2,4600,2400,77.9,36,2
PTAR TUXTLAN AGUAS ARRIBA,13.82,26.21,2100,2100,30.7,48,2
PTAR TUXTLAN AGUAS ARRIBA,7.02,29.52,4600,4600,83.12,54,2
PTAR. SAPAHUA  ENTRADA,330,814.24,11000,2400,17.3,347.06,2
PTAR. SAPAHUA  SALIDA,130,399.09,11000,1500,19.9,90.91,2
PUCTLA,18,71.43,110,70,39.3,17,2
PUCTLA,21.33,52.53,640,640,25,21,2
PUCTLA,21.67,150.09,2100,930,37.3,26,2
PUCTLA,72,295.12,24000,11000,10,40,0
PUCTLA,80,181.5,24000,2400,11.2,52,0
PUCTLA,45.33,285.17,11000,30,58.1,190.74,2
PUCTLA,38,120.54,24000,11000,65.9,195,0
PUCTLA,50,153.37,2100,40,43.1,222.08,2
PUCTLA,30,75.44,280,210,37.8,233.33,2
PUCTLA,100,474,24000,930,26,380,0
PUCTLA,145,423.36,460,240,61,473.33,2
PUCTLA,113.33,263,2100,2100,42,610,2
PUCTLA,53.3,196.5,24000,2400,48,693.3,0
PUCTLA,113.33,245.64,2400,460,45,790,2
PUCTLA,83.33,460.8,390,280,60,1115,2
PUCTLA,58,590.5,24000,1500,58,5260,0
PUEBLA ALSESECA  (A) AGUAS ARRIBA,145,349,24000,4600,10,68.6,0
PUEBLA ALSESECA  (A) AGUAS ARRIBA,120,188,24000,11000,10,100,0
PUEBLA ALSESECA  (A) AGUAS ARRIBA,173.3,439,24000,11000,20.7,204,0
PUEBLA ALSESECA  (A) AGUAS ARRIBA,350,739.44,24000,11000,10,420,0
PUEBLA ALSESECA  (A) AGUAS ARRIBA,155,342.72,75,43,32,500,2
PUEBLA ALSESECA  (A) AGUAS ARRIBA,165,266.5,24000,11000,36,520,0
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,123.333,341.04,460,460,13,42.5,2
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,70,301,4600,2400,15.6,63,2
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,51.7,211.5,4600,930,10,76.4,2
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,45,202.41,1500,200,26.9,77.78,2
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,37,141.79,24000,4600,16.3,104,0
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,25,229.08,280,230,20,106.67,2
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,238,238,230,200,15,107.5,2
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,123.333,196.75,2400,93,15,184,2
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,130,266.5,24000,24000,10,193.3,0
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,25,204,24000,4600,29,250,0
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,27,126.5,24000,2100,29.5,480,0
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,100,141.44,2400,2400,21,770,2
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,34,362.88,2400,460,36,1380,2
PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA,26,260.5,24000,4600,40.9,5170,0
PUEBLO NUEVO (ANTES RIO GUANAJUATO),20,56,930,430,38.3,15,2
PUEBLO NUEVO (ANTES RIO GUANAJUATO),26,46,4600,4600,92.1,36,2
PUEBLO NUEVO (ANTES RIO GUANAJUATO),24,45,23,23,120.2,43,2
PUEBLO NUEVO (ANTES RIO GUANAJUATO),40,150,11000,11000,131,46,2
PUEBLO NUEVO (ANTES RIO GUANAJUATO),22,118,11000,11000,50.9,64,2
PUEBLO NUEVO (ANTES RIO GUANAJUATO),39,120,930,930,144.1,68,2
PUEBLO NUEVO (ANTES RIO GUANAJUATO),16,47,4,4,52.2,75,2
PUEBLO NUEVO (ANTES RIO GUANAJUATO),10,24,1928,1928,14.9,80,2
PUEBLO NUEVO (ANTES RIO GUANAJUATO),25,120,2400,2400,32.2,86,2
PUEBLO NUEVO (ANTES RIO GUANAJUATO),11,144,4600,4600,135.1,87,2
PUENTE,60.92,523.05,930,930,54.1,4276,2
PUENTE AGUA DULCE,7.26,59.98,230,150,42.6,13,2
PUENTE AGUA DULCE,2.6,43.5,150,150,56.8,24,2
PUENTE AHUEHUEPAN,2,92.92,110,70,110.83,14,2
PUENTE AHUEHUEPAN,10.2,104.46,2400,280,123.2,18,2
PUENTE AHUEHUEPAN,2,11.17,2400,7,92,24,2
PUENTE AHUEHUEPAN,2.8,16.51,11000,11000,123.2,26,2
PUENTE AHUEHUEPAN,3.7,10.26,4600,4600,99,68,2
PUENTE AHUEHUEPAN,6.5,80.15,200,4,88.6,106,2
PUENTE AHUEHUEPAN,4,15.59,23,6,109.22,144,2
PUENTE BARAJILLAS,2.4,16.35,230,140,62,10,2
PUENTE BARAJILLAS,4.231,14.8,9,9,100,11,2
PUENTE BARAJILLAS,2.57,23.85,2100,1500,86.3,15,2
PUENTE BARAJILLAS,4.222,24.65,2400,210,100,20,2
PUENTE BARAJILLAS,3.57,42.48,24000,4600,71,34,0
PUENTE BARAJILLAS,3.333,39.381,930,750,100,41,2
PUENTE BARAJILLAS,5,125.059,110,40,71,312,2
PUENTE BARAJILLAS,130,235.84,150,93,86,412.5,2
PUENTE BARAJILLAS,5.6,149.4,110,90,75,590,2
PUENTE BARAJILLAS,2.8,88.62,2100,1500,67,905,2
PUENTE BARAJILLAS,4.5,116.73,24000,930,61,1335,0
PUENTE BAROTEN (EL FUERTE),3.07,18.4704,366,63,88.3,12.3333,2
PUENTE BAROTEN (EL FUERTE),11.1,20.93,5475,30,92.2,13.5,2
PUENTE BAROTEN (EL FUERTE),17,32.32,1117,20,100.7,27.5,2
PUENTE BAROTEN (EL FUERTE),4.43,41.392,2247,148,70.1,37,2
PUENTE BAROTEN (EL FUERTE),18.6,53.33,243,31,87.3,47,2
PUENTE BAROTEN (EL FUERTE),2,64,1624,20,90.2,67,2
PUENTE CALZADAS,13.6,33.06,43,3,20.8,12,2
PUENTE CALZADAS,3.4,14.5,70,15,65.5,12,2
PUENTE CALZADAS,2.4,29.93,4611,2282,95.2,12.77,2
PUENTE CALZADAS,3.6,130,280,150,60.6,14,2
PUENTE CALZADAS,4.76,30.71,9208,1124,124.8,14.5,2
PUENTE CALZADAS,6.9,48.05,9208,2909,103.8,16.15,2
PUENTE CALZADAS,3.1,113.16,4600,7,98.6,24,2
PUENTE CALZADAS,2.9,73.59,24196,298,81.2,26,0
PUENTE CALZADAS,5.4,15.36,460,7,82,34,2
PUENTE CALZADAS,4.3,15.64,4600,280,67,42,2
PUENTE CAPIRIO,4.05,34.89,4611,119,53.8,12.5,2
PUENTE CAPIRIO,10.9,22.96,15531,393,130.5,19.7,2
PUENTE CAPIRIO,9.96,16.8,5475,213,68.3,20,2
PUENTE CAPIRIO,22,65,15531,132,145.8,30,2
PUENTE CAPIRIO,18,40.57,460,11,88.83,40,2
PUENTE CAPIRIO,3,32.44,460,460,97.6,85,2
PUENTE CAPIRIO,2.16,58.904,11199,6131,109.6,135,2
PUENTE CAPIRIO,8.6,40.99,2400,93,71.2,252.5,2
PUENTE CAPIRIO,2.04,66.584,7215,5493,103.7,315,2
PUENTE CAPIRIO,4.19,104.05,46110,29090,97.4,480,0
PUENTE CAPIRIO,9.75,53.62,92080,6020,86.3,590,0
PUENTE CAPIRIO,7.11,240.26,198630,16070,81.3,2020,0
PUENTE CARR. LOS REYES - LECHERIA,251.81,255.94,24196000,15531000,10,27.5,1
PUENTE CARRETERA A COLOMBIA AGUAS ARRIBA,8,16,240,93,105.1,36,2
PUENTE CARRETERA A COLOMBIA AGUAS ARRIBA,9,17,2400,930,97.8,104,2
PUENTE CARRETERA CAM-VILLAHERMOSA,28.02,46.95,90,40,55.1,11,2
PUENTE CARRETERA CAM-VILLAHERMOSA,2.37,82.17,930,930,77.28,11,2
PUENTE CARRETERA CAM-VILLAHERMOSA,9.24,62.46,90,90,38.8,12,2
PUENTE CARRETERA CAM-VILLAHERMOSA,19.05,69.02,210,210,60.1,12,2
PUENTE CARRETERA CAM-VILLAHERMOSA,5.13,41.4,110,110,60.28,13,2
PUENTE CARRETERA CAM-VILLAHERMOSA,11.1,35.14,150,150,51.1,27,2
PUENTE CARRETERA CAM-VILLAHERMOSA,14.1,144.84,4600,4600,30,28,2
PUENTE CARRETERA CAM-VILLAHERMOSA,2.22,40.7,2400,2400,61.26,40,2
PUENTE CARRETERA CAM-VILLAHERMOSA,4.59,31.25,2100,2100,70.9,110,2
PUENTE CARRETERA INTERNACIONAL,2.92,51.2,2755,537,68.4,13,2
PUENTE CARRETERA INTERNACIONAL,24,44.06,9208,10,97,26,2
PUENTE CARRETERA INTERNACIONAL,4.2372,21.754656,2180,930,25.4625,26.164314,2
PUENTE CARRETERA MIXQUIAHUALA-CHILCUAUTLA (RT-3),14.16,39.65,2100,2100,33.4,16,2
PUENTE CARRETERA MIXQUIAHUALA-CHILCUAUTLA (RT-3),8.31,24.6,230,230,59.3,20,2
PUENTE CARRETERA MIXQUIAHUALA-CHILCUAUTLA (RT-3),7.53,21.04,11000,11000,71.64,22,2
PUENTE CARRETERA MIXQUIAHUALA-CHILCUAUTLA (RT-3),8.13,64.68,2400,2400,80.92,24,2
PUENTE CARRETERA MIXQUIAHUALA-CHILCUAUTLA (RT-3),19.62,55.18,210,210,38.6,44,2
PUENTE CARRETERA MIXQUIAHUALA-CHILCUAUTLA (RT-3),41.4,60.02,4600,4600,43.1,56,2
PUENTE CARRETERA MIXQUIAHUALA-CHILCUAUTLA (RT-3),18.84,192.5,11000,11000,48.3,60,2
PUENTE CARRETERA MIXQUIAHUALA-CHILCUAUTLA (RT-3),62.11,240.64,2100,2100,44.1,68,2
PUENTE CARRETERA MIXQUIAHUALA-CHILCUAUTLA (RT-3),16.88,17.28,11000,11000,45.8,116,2
PUENTE CARRETERA MIXQUIAHUALA-CHILCUAUTLA (RT-3),138.06,207.87,750,750,15.92,120,2
PUENTE CARRETERA MIXQUIAHUALA-CHILCUAUTLA (RT-3),31.5,136.02,11000,11000,45.83,170,2
PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),14.5,38.6,2400,460,18,18,2
PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),12,38.1,2400,460,45,26,2
PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),8,89.44,24000,2400,25.1,33,0
PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),53.33,105.39,24000,11000,17.6,76,0
PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),143.33,319.65,2400,90,12.9,102.94,2
PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),240,504.67,24000,11000,20.4,113.33,0
PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),93.3,193,24000,11000,40.3,115,0
PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),56.67,155.51,4600,2400,16.5,137.29,2
PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),77.5,95.92,24000,11000,52.9,140,0
PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),13.5,149,24000,930,40.4,144,0
PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),125,452.52,280,90,21.6,320.83,2
PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),40,95.232,930,930,59,322,2
PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15),150,564,24000,230,33.2,5090,0
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),14,35.44,4600,2400,23.4,18,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),14,151.5,11000,2400,44.5,21,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),11,73.93,11000,4600,27.4,22,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),5.5,49.6,43,43,87,24,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),40,60.1,150,11,35,25,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),10.3,53.19,24000,2400,38,29,0
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),34,111.66,11000,2100,47.6,31,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),27,262.76,4600,1500,17.4,34,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),17,73.1,2400,15,62,40,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),28.33,233.16,930,750,31,64,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),18.5,115.79,11000,2100,14.2,67.5,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),100,152,2400,1500,56,73.333,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),61.667,251.75,2400,240,64,75,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),21.33,108.55,4600,1500,16.7,114.52,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),26.11,114.42,11000,4600,43.3,161.29,2
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),9.3,31.27,24000,2100,37.4,280,0
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),30,81.69,24000,4600,43.1,412,0
PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),16,314,24000,1500,44.5,1786.7,0
PUENTE CARRETERA TOLUCA-NAUCALPAN,58.51,218.53,2100,2100,12.2,52,2
PUENTE CARRETERA TOLUCA-NAUCALPAN,27.9,174.99,280,210,11.8,76,2
PUENTE CARRETERA TOLUCA-PALMILLAS (CO. PE. J.AGUAS ARRIBA),16.14,84.96,11000,11000,60.51,16,2
PUENTE CARRETERA TOLUCA-PALMILLAS (CO. PE. J.AGUAS ARRIBA),75.63,232.359,750,750,14.2,20,2
PUENTE CARRETERA TOLUCA-PALMILLAS (CO. PE. J.AGUAS ARRIBA),18.95,80.55,930,930,88.55,40,2
PUENTE CARRETERA TOLUCA-PALMILLAS (CORTINA PRESA JOSE ANTONIO ALZATE AGUAS ABAJO),21.48,43.68,40,40,14.9,12,2
PUENTE CARRETERA TOLUCA-PALMILLAS (CORTINA PRESA JOSE ANTONIO ALZATE AGUAS ABAJO),170.42,175.04,280,280,13.9,44,2
PUENTE CARRETERA TOLUCA-PALMILLAS (CORTINA PRESA JOSE ANTONIO ALZATE AGUAS ABAJO),7.5,218.7,280,280,22.2,50,2
PUENTE CARRETERA TOLUCA-PALMILLAS (CORTINA PRESA JOSE ANTONIO ALZATE AGUAS ABAJO),23.25,49.2,1200,1200,15.1,176,2
PUENTE CARRETERO,47.2,47.2,90,70,54,11,2
PUENTE CARRETERO,4.111,32.15,15,7,89,12,2
PUENTE CARRETERO,8,40,110,40,68.4,16,2
PUENTE CARRETERO,2.571,361.667,90,40,58,211.25,2
PUENTE CARRETERO,3.42,52.02,1500,210,53.8,241.18,2
PUENTE CARRETERO,4.6,31.65,280,200,46,444,2
PUENTE CARRETERO,8,35,240,210,54,483.33,2
PUENTE CARRETERO,4.5,93.58,4600,930,49,508.6,2
PUENTE CARRETERO,2.5,27.08,11000,4600,46,510,2
PUENTE CARRETERO,6.33,102,2400,2400,79,870,2
PUENTE CARRETERO,2.3,62.12,24000,2100,45,1500,0
PUENTE CARRETERO,113.333,248,2100,2100,80,1610,2
PUENTE CARRETERO,6.2,74.68,11000,2100,64.3,1756,2
PUENTE CARRETERO (SLM),3.1,19.33,11000,11000,79,63,2
PUENTE CARRETERO RIO DE LA ARENA,2.21,27.57,930,930,43,14,2
PUENTE CARRETERO RIO DE LA ARENA,6.4,30.4,2100,2100,66,32,2
PUENTE CARRETERO RIO DE LA ARENA,6.2,24.35,2400,280,47,82.5,2
PUENTE CARRETERO RIO DE LA ARENA,3.4,62.89,2400,930,45.2,90,2
PUENTE CARRETERO RIO DE LA ARENA,3,12.46,24000,11000,49.8,106.7,0
PUENTE CARRETERO RIO DE LA ARENA,3.1,48.96,1500,930,49.6,115,2
PUENTE CARRETERO-109 (BRECHA),2.59,39,4611,249,91.3,10,2
PUENTE CARRETERO-109 (BRECHA),5.8,27,280,265,90.6,17,2
PUENTE CARRETERO-109 (BRECHA),22.52,64.59,1354,20,48.1,18,2
PUENTE CARRETERO-109 (BRECHA),4.17,12.19,11000,1500,68.2,26,2
PUENTE CARRETERO-109 (BRECHA),3.72,12.14,2187,243,50,27,2
PUENTE CARRETERO-109 (BRECHA),9.49,43.32,2100,280,68.8,27,2
PUENTE CARRETERO-109 (BRECHA),7.93,65.04,11000,11000,75,28,2
PUENTE CARRETERO-109 (BRECHA),4.5,39.25,1500,2,91.1,36,2
PUENTE CARRETERO-109 (BRECHA),3.49,12.29,4600,2100,52,42,2
PUENTE CARRETERO-109 (BRECHA),5.41,32.32,11000,11000,132.5,45,2
PUENTE CARRETERO-109 (BRECHA),4.64,103.2,150,38,66.93,66,2
PUENTE CARRETERO-109 (BRECHA),14.54,31.34,930,930,76.8,69,2
PUENTE CARRETERO-109 (BRECHA),5.05,114.08,23,5,112.63,93,2
PUENTE CAZONES,14,44.48,1236,1076,89.53,10,2
PUENTE CAZONES,9,42.6,958,86,71.07,15,2
PUENTE CAZONES,196.7,341.94,148,10,59.4,65,2
PUENTE CAZONES,29,73.06,12997,1616,125.3,175,2
PUENTE CAZONES,12.7,112.5,24000,930,70,312,0
PUENTE CAZONES,23,93.19,24000,4600,72,500,0
PUENTE CAZONES,4.9,32.46,2100,930,87.2,603.3,2
PUENTE CAZONES,5.11,100.09,280,210,68.7,633.33,2
PUENTE CAZONES III,5.35,25.71,4600,2400,82.7,10,2
PUENTE CAZONES III,2.24,17.28,19863,63,56,12,0
PUENTE CAZONES III,3.25,20.44,4600,2400,58.1,92,2
PUENTE CD. CAMARGO,5.8,62.4,2755,74,96.2,10.7,2
PUENTE CD. CAMARGO,7.2,67.87,1576,84,122.9,12,2
PUENTE CD. CAMARGO,14,86,6867,75,128.7,21.5,2
PUENTE CD. CAMARGO,4.35,18.31,8664,199,94.4,23,2
PUENTE CD. CAMARGO,2.78,31.08,426,160,135.9,25.25,2
PUENTE CD. CAMARGO,2.54,33.66,2014,108,104.06,26.67,2
PUENTE CD. CAMARGO,4.47,44.712,10462,216,96.9,27.5,2
PUENTE CD. CAMARGO,10,36.54,2489,86,97.5,29.3,2
PUENTE CD. CAMARGO,12.76,95.832,17329,31,105.1,41,0
PUENTE CD. CAMARGO,21.44,106.62,24196,354,129.8,104,0
PUENTE CD. CAMARGO,109.74,114.48,410,100,104.1,116.67,2
PUENTE CD. CAMARGO,4.35,72.36,24196,4884,90.56,1010,0
PUENTE CHALMITA,2.7,12.61,21,21,44.6,14,2
PUENTE CHALMITA,2.6,44.93,2400,7,106.1,168,2
PUENTE CHALMITA,5.2,48.48,11000,11000,79.4,280,2
PUENTE CIUDAD ALTAMIRANO,8,47.9,75,10,60.44,10,2
PUENTE CIUDAD ALTAMIRANO,13,47,11199,561,90,12.3,2
PUENTE CIUDAD ALTAMIRANO,12,50.02,5172,428,95.7,25,2
PUENTE CIUDAD ALTAMIRANO,2.82,13.92,2100,1500,46.33,54,2
PUENTE CIUDAD ALTAMIRANO,2.11,11.46,2400,930,61,177.65,2
PUENTE CIUDAD ALTAMIRANO,2.79,151,4600,930,47.3,236.74,2
PUENTE CIUDAD ALTAMIRANO,2.2,44.64,11000,4600,46.9,375,2
PUENTE CIUDAD ALTAMIRANO,3.22,22.82,1500,430,53.3,537.21,2
PUENTE COATZACOALCOS I,2.21,35.438,2400,930,57.2,26,2
PUENTE COATZACOALCOS II,5.4,54.38,4600,110,73.1,18,2
PUENTE COATZACOALCOS II,10.2,111.7,430,150,82.4,18,2
PUENTE COATZACOALCOS II,20.9,23.04,210,4,83.2,30,2
PUENTE COATZACOALCOS II,15,27.91,240,240,130.2,42,2
PUENTE COATZACOALCOS II,2.3,50.79,11000,2400,76.4,46,2
PUENTE COATZACOALCOS II,2.6,16.97,1100,210,87.3,64,2
PUENTE COHUAYANA,3,23,854,246,73.86,24.2,2
PUENTE COHUAYANA,5.76,192.96,8664,6488,95.41,760,2
PUENTE COHUAYANA,8.91,45.02,198630,1670,102.5,2050,0
PUENTE CONCORDIA,7.59,18.85,200,200,71.66,10,2
PUENTE CONCORDIA,9,38.4,4600,4600,70,16,2
PUENTE CONCORDIA,4.38,11.42,4600,4600,81.92,22,2
PUENTE CONCORDIA,4.71,24.19,70,70,53.2,32,2
PUENTE CONCORDIA,6.54,19.68,90,90,85.1,32,2
PUENTE CONCORDIA,4.08,26.88,30,30,73.4,36,2
PUENTE CONCORDIA,4.7,33.6,430,230,64.4,40,2
PUENTE CONCORDIA,5.4,32.91,11000,11000,75.41,60,2
PUENTE CONCORDIA,4.2,36,430,430,65.1,76,2
PUENTE COPALA,3.7,47.12,200,90,78,24,2
PUENTE COPALA,2.48,46,2400,2400,93,27,2
PUENTE COPALA,5.5,81.69,4600,2100,63.1,67,2
PUENTE COPALA,11,54.42,24000,4600,61,87,0
PUENTE COPALA,2.5,40.92,11000,2400,70,260,2
PUENTE COTAXTLA-PASO DEL TORO,4,28.65,150,28,84.7,10,2
PUENTE COTAXTLA-PASO DEL TORO,2.12,32.93,2400,230,68.1,12,2
PUENTE COTAXTLA-PASO DEL TORO,7.8,37.22,24000,24000,66.3,20,0
PUENTE COTAXTLA-PASO DEL TORO,8.7,22.12,4600,930,52,27,2
PUENTE COTAXTLA-PASO DEL TORO,2.32,32.54,24000,11000,53.6,28,0
PUENTE COTAXTLA-PASO DEL TORO,3.7,24.77,24000,11000,55,55,0
PUENTE COTAXTLA-PASO DEL TORO,2.32,16.46,11000,4600,47,74,2
PUENTE COTAXTLA-PASO DEL TORO,2.5,29.04,24000,1500,48,75,0
PUENTE COTAXTLA-PASO DEL TORO,3,65.12,2400,230,50,97.8,2
PUENTE COTAXTLA-PASO DEL TORO,5.67,61.78,930,210,55.6,105,2
PUENTE COTAXTLA-PASO DEL TORO,4,99.2,2400,460,68,324,2
PUENTE COYUCA,6.8,32.78,200,150,70,10,2
PUENTE COYUCA,10,31.15,24000,11000,88,13,0
PUENTE COYUCA,6,32.52,10462,3448,72.97,30,2
PUENTE COYUCA,3.3,25.34,430,43,97.8,50,2
PUENTE COYUCA,2.33,21.43,11000,4600,58.7,114.29,2
PUENTE COYUCA,5,183.6,2400,1100,70.96,266.67,2
PUENTE COYUCA,3.8,19.2,430,43,79.8,340,2
PUENTE COYUCA,5.2,335,110,90,53,416,2
PUENTE COYUCA,8,37.5,750,43,101.2,995,2
PUENTE COYUQUILLA,5.4,48.588,90,70,72,15,2
PUENTE COYUQUILLA,34.1,65.97,2470,310,89.1,30,2
PUENTE COYUQUILLA,5.18,62.44,4600,4600,112.2,50,2
PUENTE COYUQUILLA,2.4,11.53,2400,240,101.1,110,2
PUENTE COYUQUILLA,2.46,212.76,11000,4600,53.9,161.33,2
PUENTE COYUTLA,2.16,10.72,2851,605,83.2,15,2
PUENTE COYUTLA,2.42,32.54,11000,4600,65,30,2
PUENTE COYUTLA,3.4,43.58,11000,2400,86.9,66,2
PUENTE COYUTLA,6.8,38.21,150,70,94.4,96,2
PUENTE CRUZ AZUL (RT-1),54.01,138.07,4600,4600,91.38,28,2
PUENTE CRUZ AZUL (RT-1),32.46,182.44,4600,4600,23.6,48,2
PUENTE CRUZ AZUL (RT-1),21.75,86.55,11000,11000,16.1781,55,2
PUENTE CRUZ AZUL (RT-1),26.82,133.71,110,110,49.9,64,2
PUENTE CRUZ AZUL (RT-1),127.53,338.3,11000,11000,49.39,200,2
PUENTE CRUZ AZUL (RT-1),67.82,283.69,150,90,21.3,260,2
PUENTE CRUZ AZUL (RT-1),72.42,187.45,930,930,50.1,410,2
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),9.8,47.92,930,930,39.1,10,2
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),7.56,21.16,70,70,46.9,16,2
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),13.2,30.98,430,430,88.8,16,2
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),21.84,69.09,11000,11000,93.45,20,2
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),18.21,25.34,11000,11000,86.77,26,2
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),25.8,59.52,930,930,60.3,28,2
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),6.73,36,4600,4600,75.4,28,2
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),7.17,28.54,4600,4600,80,32,2
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),8.04,86.86,11000,11000,97.1,36,2
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),11.85,21.98,2100,230,65.85,46,2
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),28.35,67.28,11000,11000,48.4,48,2
PUENTE DE LA CD. DE IXMIQUILPAN (RT-4),19.65,62.88,750,750,79.6,84,2
